login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth,collab_breadth,5yr_public_commits,5yr_private_work,5yr_reviews_given,5yr_prs_opened
StivenRun,0.0,0.0,0.0,1.0,7,1,2,4,12,0,0,5
MarcosBrendonDePaula,20.0,0.0,0.0,7.0,5,1,1,10,273,2289,0,100
JakeJ16c,0.0,0.0,0.0,1.0,0,1,1,0,2671,0,0,4
ToRaNSha,1.0,0.0,0.0,4.0,7,1,1,0,32,0,0,12
Aero123421,0.0,0.0,0.0,2.0,29,1,3,3,161,142,0,33
Dankusufro,0.0,0.0,0.0,5.0,0,1,1,1,364,0,0,128
mataluis2k,1.0,4.0,5.0,5.0,8,1,1,5,390,909,4,7
BusinessDynamics,0.0,0.0,0.0,2.0,0,1,1,1,12,0,1,1
sgrowe,6.0,1.0,0.0,13.0,39,1,1,3,371,0,1,11
dshivendra,0.0,0.0,0.0,6.0,3,1,2,2,16,0,1,29
Aley133,0.0,0.0,0.0,4.0,37,1,1,0,2086,0,0,28
jimenezjaime02,0.0,0.0,0.0,7.0,11,1,3,0,12,0,1,22
GuillemHR,0.0,0.0,0.0,2.0,1,1,1,0,46,0,0,22
taleog,0.0,0.0,0.0,4.0,1,1,1,0,133,143,5,16
reitererfelix,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
ahontoria,0.0,0.0,2.0,10.0,0,1,1,0,12,0,0,2
muriloferanti,6.0,0.0,0.0,12.0,47,1,3,0,209,0,0,41
yibbidy,0.0,0.0,0.0,13.0,2,1,1,0,35,0,0,4
analiaacostaok,4.0,0.0,0.0,3.0,2,1,1,8,148,2501,0,12
AdamLubinsky,0.0,0.0,0.0,1.0,4,1,1,0,39,0,1,6
GabrielAgrela,29.0,0.0,0.0,9.0,50,2,2,0,657,122,2,79
niall783,0.0,0.0,0.0,9.0,0,1,1,2,23,0,0,7
BorjanEch0,7.0,0.0,0.0,11.0,0,1,1,2,2,218,0,11
apiscevs,0.0,0.0,0.0,10.0,0,1,1,0,238,0,0,3
JavierCane,966.0,0.0,0.0,15.0,15,1,2,13,386,0,31,85
mimethegap,0.0,0.0,0.0,2.0,0,1,1,0,8,0,0,2
rybla,86.0,0.0,0.0,12.0,1,1,1,5,5512,481,13,69
danfhernandez,2.0,0.0,0.0,9.0,1,1,1,3,60,1302,34,70
nemtiax,8.0,0.0,0.0,12.0,2,1,1,0,36,0,0,13
Krutik4,1.0,0.0,0.0,3.0,16,1,1,0,124,0,0,7
benjaminchait,24.0,0.0,1.0,13.0,49,1,2,4,1591,85,20,110
aydogandagidir,3.0,0.0,0.0,3.0,0,1,1,0,4,0,0,2
meganejuku,2.0,0.0,0.0,6.0,0,1,1,0,22,0,0,12
sethu-admin,0.0,0.0,0.0,1.0,2,1,1,0,5,0,0,9
lamfleur,0.0,0.0,0.0,1.0,7,1,2,0,30,0,0,6
Stanton,28.0,0.0,0.0,18.0,7,1,2,3,782,42,27,140
hardik-uppal,3.0,0.0,0.0,11.0,13,1,1,3,103,0,0,20
lexypaul13,5.0,0.0,0.0,7.0,0,1,1,0,61,0,0,6
Soljourner,0.0,0.0,0.0,13.0,0,1,1,0,8,0,0,3
mustafaemresahin,133.0,0.0,0.0,4.0,0,1,1,0,1150,0,0,5
Agroabaddon,1.0,1.0,0.0,5.0,0,1,1,0,69,0,1,28
asatuten,1.0,0.0,0.0,8.0,0,1,1,0,123,0,2,38
gregdchan,1.0,0.0,0.0,13.0,0,1,1,0,282,2546,0,2
Infinity-1863,0.0,0.0,0.0,5.0,0,1,1,0,36,0,0,5
myfunnyandy,39.0,0.0,0.0,15.0,2,1,1,2,478,0,4,121
nick-youngblut,79.0,0.0,0.0,14.0,64,1,9,63,1307,0,1,101
mngapps,0.0,0.0,0.0,1.0,1,1,1,0,0,0,0,0
TeamMuellerConsulting,0.0,0.0,0.0,3.0,0,1,1,1,0,0,0,3
demostheneslld,4.0,2.0,0.0,12.0,38,1,1,7,267,0,6,37
marcialwushu,154.0,0.0,0.0,11.0,15,1,2,15,1090,0,9,63
4ian,2052.0,15639.0,1043.0,15.0,17,2,2,7,1694,3150,2132,518
Anpr01,0.0,0.0,0.0,1.0,4,1,1,0,56,0,0,19
DisciplesofLove,0.0,0.0,0.0,3.0,0,1,1,4,68,0,0,7
mmartel86,3.0,0.0,0.0,6.0,0,1,1,0,4,0,0,1
athphane,62.0,1.0,0.0,11.0,12,1,2,9,1205,7378,1,21
farhanmansurii,5.0,15.0,4.0,6.0,0,1,1,0,1383,1891,0,6
effanaudikhalif,2.0,0.0,0.0,3.0,0,1,1,5,221,0,0,2
dev-innogent,0.0,0.0,0.0,1.0,12,1,1,0,5,0,0,26
superdevp,154.0,0.0,0.0,1.0,1,1,1,3,137,0,0,28
danilolaurindo,2.0,0.0,0.0,12.0,0,1,1,0,72,0,0,14
nievasdev,0.0,0.0,0.0,7.0,11,1,3,1,167,286,0,5
thiagocortat,17.0,0.0,0.0,15.0,31,1,4,0,51,0,0,16
Lologlek,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,38
kennethleeventura,0.0,0.0,0.0,2.0,0,1,1,0,110,0,2,3
Wock10,2.0,0.0,0.0,4.0,0,1,1,1,233,831,0,22
mrleonardobrito,29.0,0.0,0.0,6.0,0,1,1,6,569,1671,12,59
efimerotiempo,0.0,0.0,0.0,1.0,28,1,1,0,396,0,0,100
GhostITCITM,0.0,0.0,0.0,3.0,1,1,1,0,0,0,0,0
ham-33,0.0,0.0,0.0,1.0,29,1,3,2,40,0,0,0
quangminhhh,2.0,0.0,0.0,4.0,0,1,2,3,162,0,0,45
juanpablobaez1992,1.0,0.0,0.0,1.0,34,1,3,0,35,0,0,12
JinMoriDann,2.0,0.0,0.0,3.0,0,1,1,1,32,200,0,1
istiakMahbub,2.0,0.0,0.0,10.0,2,1,3,0,73,0,0,7
luca-nigsch,0.0,0.0,0.0,3.0,7,1,1,2,37,0,0,10
ZacRiley1,0.0,0.0,0.0,9.0,1,1,1,0,35,0,0,1
eduardoguette,11.0,2.0,0.0,6.0,0,1,3,3,449,1764,0,25
Ivanx32,0.0,0.0,0.0,11.0,39,1,2,0,148,0,0,54
L0udy,0.0,0.0,0.0,7.0,0,1,1,0,21,0,0,4
jonathanvkeller,2.0,0.0,0.0,13.0,0,1,2,0,0,135,0,0
Detin-tech,0.0,0.0,0.0,2.0,0,1,2,1,35,0,0,1
mariselvambtech,0.0,0.0,0.0,12.0,0,1,1,0,44,0,0,2
bowens5,0.0,0.0,0.0,2.0,0,1,1,0,65,0,0,0
test74750,0.0,0.0,0.0,1.0,1,1,1,0,1,0,0,3
syhya,15.0,2.0,1.0,6.0,1,1,1,2,223,104,0,8
MlynarPa,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
x-itec,57.0,0.0,0.0,14.0,0,1,1,0,2,0,0,1
Nikolaj-Storm,0.0,0.0,0.0,4.0,10,1,2,1,183,0,0,0
Nicop469,0.0,0.0,0.0,1.0,17,1,2,0,42,0,0,16
nadaldejonge,0.0,0.0,0.0,1.0,4,1,1,0,12,0,0,5
ryhofix,0.0,0.0,0.0,10.0,35,1,2,0,28,0,0,11
pdfractal,3.0,0.0,0.0,2.0,0,1,1,0,3,0,0,1
officialsttro,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
efr1tt,0.0,0.0,0.0,10.0,6,1,2,0,63,0,0,17
tjareson,0.0,4.0,2.0,12.0,0,1,1,0,17,1128,0,6
lemiesz,8.0,0.0,0.0,14.0,16,1,1,1,86,0,2,3
PhiHungVo00,0.0,1.0,0.0,2.0,36,1,5,5,132,0,1,43
Bremiller42,0.0,0.0,0.0,2.0,0,1,1,0,26,0,0,1
NotAlessandroBeatini,2.0,0.0,0.0,5.0,27,1,2,0,29,0,0,1
takkub,2.0,0.0,0.0,13.0,6,1,1,0,0,0,0,0
Mirxa27,0.0,2.0,1.0,2.0,62,2,9,0,0,0,0,0
Saruman1,0.0,0.0,0.0,4.0,0,1,1,1,96,143,2,16
robennals,12.0,0.0,0.0,18.0,4,1,1,2,1218,4299,10,19
sanilraj,0.0,0.0,0.0,8.0,16,1,1,0,101,0,0,36
jpspGitHub,0.0,0.0,0.0,10.0,13,1,3,3,47,0,0,48
WangWDog,5.0,1.0,1.0,6.0,1,1,1,0,16,0,0,13
parfois-dev,0.0,0.0,2.0,3.0,0,1,1,0,14,0,0,7
Spidy01,1.0,1.0,0.0,9.0,31,1,3,1,160,0,0,20
TeresaNoble,0.0,1.0,0.0,2.0,0,1,1,0,259,91,0,16
devzahirul,4.0,0.0,0.0,11.0,0,1,1,0,403,0,1,46
dominicjosephh,0.0,0.0,0.0,1.0,28,2,1,0,92,0,1,2
afjk,12.0,0.0,0.0,13.0,0,1,1,7,667,4068,6,144
qlqqs,0.0,0.0,0.0,9.0,0,1,1,1,0,0,0,0
HDK1218,0.0,0.0,0.0,1.0,4,1,1,0,44,0,0,20
joethompson1,7.0,0.0,0.0,6.0,17,1,1,1,342,0,0,5
terrichiachia,3.0,0.0,0.0,3.0,0,1,1,0,7,0,0,0
Frazer,11.0,0.0,0.0,16.0,2,1,1,3,10,63,0,5
carVaba,1.0,1.0,0.0,11.0,15,1,1,0,47,12,0,13
asarah2,1.0,0.0,0.0,5.0,0,1,1,0,10,0,0,3
csisgpt,0.0,0.0,0.0,1.0,23,1,5,3,463,0,0,222
willkwork,0.0,0.0,0.0,1.0,1,1,1,1,42,0,0,24
emartinDesignInteractive,0.0,0.0,0.0,8.0,0,1,1,2,36,0,0,2
Iamlixinzhao,0.0,0.0,0.0,3.0,2,1,2,1,5,0,0,6
mefree2098,0.0,0.0,0.0,3.0,0,1,1,1,386,0,0,5
Letycia-Locha,37.0,0.0,0.0,2.0,2,1,1,0,101,0,0,0
Shuheidev,0.0,0.0,0.0,11.0,1,1,1,0,25,0,0,11
Kj9255,0.0,0.0,0.0,2.0,3,1,0,0,10,0,0,6
bcardea,0.0,0.0,0.0,3.0,18,1,4,0,894,0,0,27
DanielSensual,0.0,0.0,0.0,1.0,25,1,2,3,7,406,1,12
gustmacena,1.0,1.0,0.0,4.0,0,1,1,0,174,11,2,1
edwinux,1.0,0.0,0.0,11.0,0,1,1,1,178,0,3,37
llorracc,101.0,0.0,0.0,14.0,0,1,1,21,6153,0,16,93
darklodus,0.0,0.0,0.0,9.0,0,1,1,0,13,0,0,8
le-bobbis,0.0,0.0,0.0,2.0,3,1,1,0,58,0,0,13
thinlines,0.0,0.0,0.0,10.0,0,1,1,1,231,0,0,18
HACKB3ARD,14.0,3.0,1.0,10.0,0,1,1,0,88,0,0,20
sarpel,1.0,0.0,0.0,12.0,0,1,1,0,177,0,15,43
DavaStrava,0.0,0.0,0.0,12.0,0,1,1,1,228,0,0,3
yunusornek,1.0,3.0,0.0,8.0,0,1,1,0,2,0,0,2
yechielw,9.0,3.0,0.0,8.0,0,1,1,6,639,51,5,68
Bezludnev,0.0,0.0,0.0,10.0,23,1,1,0,42,0,0,27
morfjord,3.0,0.0,0.0,16.0,0,1,1,1,26,0,1,4
lollocccn,0.0,0.0,0.0,1.0,0,1,1,0,4,0,0,1
chrisdietr,21.0,0.0,0.0,14.0,0,1,1,3,20,296,1,8
sergiullas,0.0,0.0,0.0,13.0,0,1,1,0,226,12,1,54
Fquico1999,7.0,0.0,0.0,9.0,3,1,3,0,579,78,1,14
TickleThePanda,17.0,0.0,0.0,11.0,0,1,1,12,1534,3115,113,57
sommer-ph,0.0,0.0,0.0,3.0,28,1,2,0,26,0,0,16
JakubHrbek,5.0,0.0,0.0,5.0,0,1,1,0,78,801,0,0
Moo-kullu,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,2
dandy007,0.0,0.0,0.0,11.0,0,1,1,0,32,0,2,6
feedme666,0.0,0.0,0.0,4.0,0,1,1,1,384,0,0,0
Evilander,2.0,1.0,0.0,4.0,12,1,3,5,17,11,0,9
Speellz,7.0,1.0,0.0,6.0,19,1,2,0,106,0,0,13
nikitakio1,1.0,0.0,0.0,6.0,0,1,1,0,5,0,0,1
Benjamin-Hogan,0.0,0.0,0.0,4.0,3,1,1,0,206,0,1,51
Martinroynelli,0.0,0.0,0.0,6.0,0,1,1,1,0,0,0,1
michwii,2.0,2.0,0.0,14.0,0,1,1,0,61,0,0,6
jsfit,4.0,0.0,0.0,7.0,0,1,1,1,68,264,0,1
shruti698,0.0,0.0,0.0,7.0,13,1,2,0,2,0,0,2
seanchatmangpt,48.0,0.0,0.0,3.0,0,1,1,12,2291,1434,3,293
PArns,10.0,0.0,1.0,10.0,3,1,2,0,1345,1,1,36
DanL1L,0.0,0.0,0.0,8.0,0,1,1,0,0,0,0,0
OakPachara,0.0,0.0,0.0,7.0,0,1,1,0,37,0,0,1
raghavginfocus,1.0,0.0,0.0,9.0,11,1,2,0,113,0,0,15
tszornel,0.0,0.0,0.0,9.0,6,1,2,0,21,0,0,2
Mickey-snow,4.0,8.0,1.0,8.0,51,1,4,1,1339,1,2,17
soblenes32,1.0,0.0,0.0,12.0,0,1,1,0,30,0,0,5
zafarjkhan,0.0,0.0,0.0,4.0,0,1,1,0,0,29,0,0
anoushm,2.0,0.0,0.0,11.0,0,1,1,1,9,0,1,8
krokerdile,70.0,0.0,0.0,8.0,0,1,1,3,1626,261,66,146
lmendes86,8.0,1.0,0.0,11.0,1,1,2,4,18,0,6,16
PoseidonsCave,2.0,0.0,0.0,9.0,4,1,1,6,46,41,10,7
narlei,92.0,9.0,0.0,12.0,0,1,1,0,83,4,18,21
dhussND,0.0,0.0,0.0,2.0,4,1,1,1,166,205,0,10
minaramez,1.0,0.0,0.0,5.0,0,1,1,0,23,0,0,0
vskrch,19.0,0.0,0.0,10.0,32,1,2,3,26,29,0,19
Andrade001,0.0,0.0,0.0,5.0,19,1,2,0,0,0,0,0
imhiju7,1.0,0.0,0.0,4.0,1,1,1,0,409,0,0,121
adityabandi,1.0,0.0,0.0,12.0,1,1,1,0,246,3348,0,5
Almeidajf37,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
ZerocouldBR,0.0,0.0,0.0,6.0,0,1,1,1,6,0,0,5
0xMatthieu,1.0,0.0,0.0,4.0,0,1,1,0,406,148,0,7
robertpalazzini,0.0,0.0,0.0,6.0,7,1,1,0,77,0,1,15
lanematt22,0.0,0.0,0.0,6.0,0,1,1,0,13,0,0,6
Hiroto555,2.0,0.0,0.0,4.0,6,1,4,0,118,0,0,13
SplendidChip758,1.0,1.0,0.0,11.0,0,1,1,0,47,0,0,11
ashlab11,5.0,0.0,0.0,4.0,55,2,4,0,989,0,16,240
AhmedWagdi1,2.0,0.0,0.0,9.0,0,1,1,1,418,0,0,58
wasififtikhar,7.0,0.0,0.0,5.0,23,1,1,0,69,0,0,0
kobe1980,4.0,0.0,0.0,11.0,0,1,1,0,16,0,0,2
OfirS1,0.0,0.0,0.0,2.0,0,1,1,0,11,0,0,3
goodtune,25.0,1.0,0.0,16.0,49,1,3,7,612,540,56,149
NagasatoKazuya,1.0,0.0,0.0,7.0,0,1,1,0,67,0,0,9
owsware,0.0,0.0,1.0,5.0,6,1,2,3,0,95,0,5
Beater97,1.0,0.0,0.0,5.0,0,1,1,0,1,0,0,0
AlexanderKopyl,7.0,0.0,0.0,9.0,0,1,1,1,89,0,3,13
Robertcego,39.0,1.0,0.0,7.0,31,1,3,2,783,629,3,16
trottling,0.0,0.0,0.0,4.0,16,1,2,0,579,4,0,29
1anthanum,0.0,0.0,0.0,5.0,0,1,1,3,11,0,0,2
Danial-Safaei,11.0,1.0,0.0,4.0,47,1,2,0,35,4,2,4
jeraldfelix,0.0,0.0,0.0,3.0,0,1,1,0,33,0,0,1
Darkwing4,1.0,3.0,0.0,10.0,1,1,2,2,17,0,0,2
Pnysch97,0.0,0.0,0.0,4.0,1,1,1,1,0,0,0,35
Shuyib,140.0,12.0,5.0,11.0,0,1,1,1,1308,324,8,103
SonPM888,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,4
curtcox,10.0,0.0,0.0,16.0,11,1,1,2,2943,0,1,616
gabrielpperini,6.0,0.0,0.0,8.0,18,1,1,1,123,3786,0,6
sankarebarri,0.0,0.0,0.0,5.0,0,1,1,4,633,297,0,21
JPedroFB,1.0,0.0,0.0,7.0,1,1,1,1,77,17,0,15
bysilvaart,2.0,0.0,0.0,9.0,0,1,1,0,292,0,0,38
Veronika2578,0.0,0.0,0.0,2.0,0,1,1,0,11,0,0,5
nevidomye,0.0,0.0,0.0,1.0,8,1,1,0,8,0,0,11
MilliganCo,0.0,0.0,0.0,2.0,3,1,2,0,0,0,0,0
just-live28,3.0,0.0,0.0,4.0,0,1,1,6,642,0,0,118
Thump3d,0.0,0.0,0.0,3.0,18,1,1,1,0,0,1,8
noahlabear,2.0,0.0,0.0,4.0,0,1,1,4,428,485,0,12
tbriz,1.0,0.0,0.0,14.0,0,1,1,0,4,0,0,2
jakeosmith,0.0,0.0,0.0,2.0,61,1,3,0,4,0,0,5
Hunelyton,0.0,0.0,0.0,4.0,2,1,2,0,12,0,0,2
c-sakel,14.0,0.0,0.0,8.0,0,1,1,0,19,0,1,12
codes4free,0.0,0.0,0.0,9.0,0,1,1,0,188,0,0,11
Edgardbu,1.0,2.0,0.0,5.0,0,1,1,1,105,0,0,2
Ridvan-bot,0.0,0.0,0.0,8.0,0,1,1,0,1149,0,0,271
AMAS-39,2.0,0.0,0.0,3.0,0,1,1,0,240,636,0,3
aisolori,2.0,0.0,0.0,8.0,0,1,1,2,152,2,0,60
hariz-debug,0.0,0.0,0.0,1.0,2,1,2,0,37,0,0,3
AlexarasTG,0.0,0.0,0.0,2.0,11,1,1,0,32,0,0,5
kazaam31,0.0,0.0,0.0,3.0,0,1,1,0,16,0,0,7
ghosh-ayush,0.0,0.0,0.0,6.0,0,1,1,1,59,0,0,9
km-tr,63.0,0.0,0.0,13.0,1,1,1,5,244,4292,0,11
KAVYANSHTYAGI,6.0,1.0,0.0,3.0,11,1,10,13,161,30,16,64
brunoandresilva,9.0,0.0,0.0,5.0,0,1,1,0,92,240,0,2
glowElephant,0.0,0.0,0.0,7.0,21,1,1,2,39,0,0,5
Silver0916,0.0,0.0,0.0,2.0,0,1,1,1,5,0,0,0
deep1blue,1.0,0.0,0.0,12.0,11,1,1,0,31,0,0,11
olmeiro,14.0,0.0,0.0,9.0,0,1,1,0,222,46,37,144
xuzhougeng,690.0,1.0,0.0,10.0,0,1,2,21,678,0,2,50
TurnerDigitalBuilder,0.0,0.0,0.0,2.0,1,1,1,0,0,3126,0,0
fourohfournotfound,0.0,0.0,1.0,7.0,4,1,3,2,118,0,0,112
osyoooo,0.0,0.0,0.0,3.0,0,1,1,0,469,0,0,39
liu-hanyu-97,0.0,0.0,0.0,6.0,1,1,2,1,11,0,0,3
ait88,0.0,0.0,0.0,6.0,0,1,1,1,298,352,0,4
RMTTyszka,6.0,5.0,0.0,10.0,0,1,1,0,467,0,0,26
cromee,0.0,0.0,0.0,9.0,40,1,2,0,38,0,0,19
asafyehezkel,0.0,0.0,0.0,6.0,2,1,2,3,134,0,104,91
JonatasFischer,1.0,0.0,0.0,12.0,0,1,1,3,29,0,0,6
ExpiredOTM,0.0,0.0,0.0,2.0,0,1,2,0,28,0,0,8
jefersonsilvaaraujo,0.0,0.0,0.0,4.0,0,1,1,0,36,0,0,1
colincherney,1.0,0.0,0.0,4.0,0,1,1,1,535,618,6,31
azakhary,58.0,0.0,0.0,14.0,1,1,1,1,34,1458,3,10
MILGSONIC,0.0,0.0,0.0,4.0,0,1,1,0,21,0,0,9
BillBanned,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
hussein-soueidan,1.0,0.0,0.0,6.0,1,1,2,0,11,0,0,5
lucaskruk,3.0,1.0,0.0,12.0,0,1,1,0,160,84,0,18
ziozzang,61.0,0.0,0.0,14.0,0,1,0,8,139,0,0,28
lucasaxm,2.0,0.0,0.0,12.0,8,1,1,0,296,225,1,40
himanshu-rajput,0.0,0.0,0.0,7.0,0,1,1,0,9,0,0,4
markfxm,3.0,0.0,0.0,6.0,5,1,1,0,70,185,0,19
dinoderek,0.0,1.0,1.0,6.0,1,1,1,1,18,0,0,0
Gabeujin,0.0,1.0,0.0,9.0,1,1,1,0,60,192,1,19
tojifushigura,1.0,0.0,0.0,2.0,0,1,1,2,9,0,0,15
Axel-Ollivier,2.0,0.0,0.0,4.0,0,1,1,1,2,559,0,0
dunsy22,0.0,0.0,0.0,13.0,0,1,1,0,24,0,0,1
aliiqbal24,0.0,1.0,0.0,2.0,38,1,2,0,659,600,0,212
olegrand1976,1.0,0.0,0.0,7.0,0,1,1,1,63,0,0,42
wistone,4.0,0.0,0.0,13.0,0,1,1,0,68,0,0,6
ConnorDarghaoui,3.0,0.0,0.0,10.0,0,1,1,5,68,69,0,13
mjordi,1.0,0.0,0.0,13.0,0,1,1,1,66,0,4,60
macvx,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
Adam-117,0.0,0.0,0.0,1.0,0,1,1,1,5,0,0,1
vscarpenter,36.0,0.0,0.0,18.0,0,1,1,3,579,274,1,164
rezaakb,87.0,592.0,87.0,10.0,1,1,1,0,214,8794,0,13
JGarrisonIDEA,0.0,0.0,0.0,1.0,6,1,2,0,37,0,0,10
melwinn,0.0,0.0,0.0,3.0,0,1,1,0,7,0,0,2
selfbalance,0.0,0.0,0.0,2.0,0,1,1,9,87,0,1,15
engrahsaninam,5.0,0.0,0.0,5.0,1,1,1,4,74,902,0,0
tree-sphere,0.0,0.0,0.0,5.0,0,1,1,1,121,0,0,0
pedrii6969,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
matias-ceau,2.0,0.0,0.0,6.0,0,1,1,0,1251,148,46,24
SugarFreeDoNoSo,3.0,0.0,0.0,3.0,16,1,2,1,0,0,0,0
Rafikh1,0.0,0.0,0.0,4.0,0,1,1,0,0,0,0,1
kolenyo2099,2.0,3.0,0.0,3.0,48,1,3,3,190,0,0,82
vandoagency,0.0,0.0,0.0,3.0,0,1,1,0,21,0,0,1
lucas-werner,23.0,0.0,0.0,7.0,48,1,2,0,16,0,0,0
udaykumarbpatel,0.0,0.0,0.0,12.0,0,1,1,0,40,0,0,25
taichi98,0.0,0.0,0.0,2.0,0,1,1,0,786,0,0,8
dheepak007,0.0,0.0,0.0,8.0,0,1,1,0,10,0,1,3
sonald,82.0,21.0,6.0,15.0,28,2,2,1,211,478,0,20
mamahacx,0.0,0.0,0.0,5.0,0,1,1,0,32,0,0,1
yigitksl,2.0,0.0,0.0,2.0,0,1,1,0,49,2,0,9
Zarlax-01,0.0,0.0,0.0,1.0,0,1,2,0,26,0,0,7
aaronrsiphone,1.0,0.0,0.0,10.0,0,1,1,0,26,0,1,8
achreftrablesi,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
yjh8,0.0,0.0,0.0,6.0,0,1,1,0,3,0,0,1
Th0mas1n,0.0,0.0,0.0,4.0,0,1,1,0,7,0,0,1
Hakibbumbus,0.0,0.0,0.0,6.0,22,1,1,1,53,587,0,7
Pcnaid-Dev,7.0,0.0,0.0,7.0,0,1,1,4,514,1066,8,3
lmaxxor,1.0,0.0,0.0,4.0,12,1,1,0,16,0,0,7
aristotelesquintanar,0.0,0.0,0.0,7.0,0,1,1,9,23,0,1,12
Rashoooodi,0.0,1.0,0.0,6.0,0,1,1,0,25,16,0,7
blurphanatic,2.0,0.0,0.0,16.0,1,1,1,3,91,0,0,15
Sathishchary,6.0,0.0,0.0,11.0,6,1,3,0,98,0,8,10
DeltaBiba,1.0,0.0,1.0,1.0,0,1,1,0,21,0,0,3
pavelxdd,9.0,0.0,0.0,12.0,0,1,1,8,389,0,3,32
weather-report-op,1.0,0.0,0.0,3.0,1,1,1,0,14,0,0,5
frnki42,4.0,1.0,0.0,2.0,4,1,1,0,0,0,0,0
nikhil2108,0.0,0.0,0.0,11.0,0,1,1,0,0,0,0,1
v47,10.0,0.0,0.0,12.0,0,1,1,2,122,2277,64,61
dinedevp,0.0,0.0,0.0,10.0,58,1,3,0,13,0,0,7
RubenU2002,4.0,0.0,0.0,4.0,3,1,3,1,192,0,0,8
rreyes-nutshell,0.0,0.0,0.0,1.0,1,1,1,0,17,0,0,8
dannyolalla,0.0,0.0,0.0,2.0,0,1,1,0,7,0,0,2
GD297,0.0,0.0,0.0,6.0,0,1,1,0,188,0,1,22
HannaK-Git,0.0,0.0,0.0,5.0,0,1,1,0,97,0,0,1
shachafemanoel,1.0,0.0,1.0,2.0,5,1,2,4,164,0,0,4
Espectante,0.0,0.0,0.0,2.0,0,1,1,0,2,0,0,1
linguosity,0.0,0.0,0.0,3.0,0,1,1,0,735,0,0,16
webjoe,7.0,0.0,0.0,14.0,1,1,1,0,23,0,0,3
chrisbannan93,1.0,0.0,0.0,5.0,0,1,1,0,0,0,0,0
Lunatik-006,0.0,0.0,0.0,3.0,19,1,1,2,434,1071,0,104
FatemehFN,3.0,0.0,0.0,8.0,0,1,1,0,95,0,0,1
QianYi-Kian,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
michaeleboyce,1.0,0.0,0.0,10.0,0,1,1,3,533,723,0,4
luciocs,1.0,0.0,0.0,12.0,0,1,1,0,16,0,0,3
RyehJael,1.0,0.0,0.0,12.0,30,1,1,1,44,0,0,13
greg0r1,1.0,0.0,0.0,9.0,0,1,1,0,73,0,0,16
tdiderich,6.0,0.0,0.0,11.0,27,1,3,3,313,1513,11,33
veerendra-R,0.0,0.0,0.0,5.0,0,1,2,0,58,0,1,7
devJIA85,1.0,0.0,0.0,3.0,0,1,1,1,118,70,0,6
asuhantsev,1.0,0.0,0.0,2.0,0,1,1,0,247,0,0,13
JohannesHenz,0.0,0.0,0.0,3.0,0,1,1,0,126,0,0,2
SalahAlkhameri,0.0,0.0,0.0,4.0,1,1,2,0,14,0,0,2
eduardo-schork,16.0,1.0,0.0,9.0,0,1,1,3,217,0,0,1
tranhoaithuong14,0.0,1.0,0.0,7.0,0,1,1,1,8,0,0,1
Subir31,0.0,0.0,0.0,3.0,0,1,1,0,286,71,0,2
maitruong123,0.0,0.0,0.0,9.0,0,1,1,0,14,0,0,1
SeregaProt,0.0,0.0,0.0,1.0,1,1,1,0,0,0,0,0
cryptolivak,0.0,0.0,0.0,1.0,1,1,1,0,4,0,0,5
ViniSPRJ,0.0,0.0,0.0,1.0,17,1,1,0,2,0,0,0
wfukatsu,1.0,5.0,0.0,11.0,1,1,1,0,54,0,0,4
ashwingopalsamy,23.0,0.0,0.0,7.0,3,1,1,12,271,1713,6,69
jdguggs10,3.0,0.0,0.0,15.0,0,1,1,3,147,0,0,7
Soynido,0.0,0.0,0.0,1.0,0,1,1,0,585,0,0,3
mvcancik,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,2
jazbogross,0.0,0.0,0.0,7.0,28,1,2,3,2324,0,0,80
fn1colas,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
RuedigerVoigt,4.0,1.0,0.0,14.0,1,1,1,0,809,481,0,6
thomasbonr,0.0,0.0,0.0,7.0,0,1,1,3,38,0,0,9
roce59,0.0,0.0,0.0,6.0,0,1,1,0,6,0,0,3
douglasmo,6.0,0.0,0.0,11.0,3,1,1,0,20,0,0,3
jcbmcn,2.0,2.0,0.0,6.0,5,1,1,2,229,568,0,111
tdevere,23.0,0.0,0.0,9.0,0,1,2,0,592,1655,0,13
kriskros09,3.0,0.0,0.0,10.0,0,1,1,0,102,0,0,1
MaxKho,1.0,0.0,0.0,9.0,0,1,1,0,332,22,0,8
Skadi0h,0.0,0.0,0.0,7.0,2,1,1,0,19,0,0,3
TechWhyz,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,1
