login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth
u-keiya,3.0,1.0,0.0,6,0,1,1
mohitkhurana14,1.0,0.0,0.0,11,0,1,1
patrickSupernormal,0.0,0.0,0.0,1,0,1,1
temu893,1.0,0.0,0.0,6,0,1,1
brieyla1,2.0,0.0,0.0,10,0,1,1
Farplane-Eterna,0.0,0.0,0.0,1,7,1,1
hashaambajwa,0.0,0.0,0.0,5,0,1,1
Chainsaw93,0.0,0.0,0.0,1,11,1,2
Radioffka,0.0,0.0,0.0,7,2,1,2
robertobissanti,0.0,0.0,0.0,12,0,1,1
reiniergs,36.0,1.0,0.0,13,0,1,1
patrickamsler,1.0,0.0,0.0,8,6,1,1
DrWorkhard,0.0,0.0,0.0,6,17,1,2
DrDeception,6.0,0.0,0.0,8,0,1,1
ra-xor,7.0,0.0,0.0,6,0,1,1
Andret2344,4.0,0.0,0.0,8,0,1,1
araxis07,5.0,0.0,0.0,3,34,1,2
rochesebastien,5.0,0.0,0.0,5,0,1,1
MachineKomi,0.0,0.0,0.0,3,0,1,1
narellazorzon,0.0,0.0,0.0,4,0,1,1
evandro592,0.0,0.0,0.0,1,1,1,1
DeadpixelDesign,1.0,0.0,0.0,4,0,1,1
gkane1990,0.0,0.0,0.0,2,0,1,1
WafitaML,0.0,0.0,0.0,1,0,1,1
hemesh0204,1.0,0.0,0.0,7,0,1,1
TruongHaiDang,9.0,0.0,0.0,8,23,2,4
blopen,34.0,2.0,0.0,10,66,1,2
rohan-ufiny,0.0,0.0,0.0,1,0,1,1
snaky-ru,1.0,0.0,0.0,15,0,1,1
nks1990,0.0,0.0,0.0,6,0,1,1
ClaraLeigh,37.0,0.0,0.0,14,50,1,1
GerameT,0.0,0.0,0.0,3,0,1,1
123jimin,62.0,1.0,0.0,15,0,1,1
gagansawhney,1.0,0.0,0.0,10,0,1,1
2jw6152,0.0,0.0,0.0,8,14,1,2
Perdolique,4.0,7.0,0.0,2,0,1,1
PDS-DX,4.0,1.0,0.0,12,0,1,1
hosokawat,19.0,6.0,0.0,13,4,1,1
Maktestpilot,0.0,0.0,0.0,1,0,1,1
ahmedmoshendidi,0.0,0.0,0.0,3,0,1,1
Ibaan2,0.0,0.0,0.0,3,0,1,1
amattas,23.0,8.0,5.0,11,0,1,1
aidachud,0.0,0.0,0.0,4,0,1,1
joicodev,12.0,1.0,0.0,9,25,1,1
Phronesis255,0.0,0.0,0.0,8,11,1,2
Aipoer,0.0,0.0,0.0,2,0,1,1
gerasimovpk,0.0,0.0,0.0,14,0,1,1
sababl,3.0,0.0,0.0,9,0,1,1
pippobaudo912,0.0,0.0,0.0,1,0,1,1
werawoot,0.0,0.0,0.0,4,0,1,1
filipejunqueira,1.0,0.0,0.0,10,1,1,2
edzhuang,15.0,0.0,0.0,7,0,1,1
jvazmad494,0.0,0.0,0.0,2,0,1,1
suis-cats,3.0,0.0,0.0,7,37,1,4
santoshsk2005,0.0,0.0,0.0,9,1,1,1
Luiscadt,0.0,0.0,0.0,9,0,1,1
TruftedBug89,0.0,0.0,0.0,8,0,1,1
pinguy,8.0,37.0,5.0,12,0,1,1
hendurhance,178.0,7.0,1.0,7,12,1,3
suitzero,1.0,0.0,0.0,14,0,1,1
wirror8201,0.0,0.0,0.0,2,0,1,1
sluongng,202.0,0.0,0.0,9,0,1,1
EllAchE,12.0,0.0,0.0,9,29,1,2
DaveDushi,1.0,0.0,0.0,4,57,1,2
effitag,0.0,0.0,0.0,3,0,1,1
ngsw877,11.0,0.0,0.0,7,1,1,1
keisuke-0617,0.0,0.0,0.0,1,0,1,1
velocitatem,51.0,0.0,0.0,6,0,1,1
guzi499,0.0,0.0,0.0,9,0,1,1
advisory-intelligence,0.0,0.0,0.0,1,0,1,1
Cargobici-codigo,0.0,0.0,0.0,2,0,1,1
PapaPodcast,0.0,0.0,0.0,7,0,1,1
Niezniszczalnik,0.0,0.0,0.0,3,1,1,1
alyssonjs,2.0,1.0,0.0,5,0,1,2
VLReddy1105,1.0,0.0,0.0,1,0,1,1
dclocky,1.0,0.0,0.0,11,0,1,2
Lucasanthiago,1.0,0.0,0.0,5,6,1,2
Shaya-Berkowitz,0.0,0.0,0.0,3,0,1,1
DannyGetGrammy,0.0,0.0,0.0,3,0,1,1
Shivajith754,0.0,0.0,0.0,6,0,1,1
Albereda,0.0,0.0,0.0,1,0,1,2
castrovroberto,0.0,0.0,0.0,13,0,1,2
BenyaminDamircheli,2.0,0.0,0.0,3,0,1,1
Kimahari,6.0,0.0,1.0,10,0,1,1
cozymos,1.0,0.0,0.0,7,1,1,1
AliiiBenn,20.0,0.0,0.0,7,7,2,1
h2co32,1.0,0.0,0.0,5,0,1,1
john-alliai,0.0,0.0,1.0,1,0,1,1
souza-david,3.0,0.0,0.0,13,0,1,1
eualessandro,2.0,0.0,0.0,7,0,1,1
itschmid,0.0,0.0,0.0,10,0,1,1
Softis1237,0.0,0.0,0.0,2,0,1,1
flanzipit,5.0,1.0,0.0,1,0,1,2
babajace,1.0,0.0,0.0,8,0,1,1
TechiStack,1.0,0.0,0.0,9,0,1,1
exondre,1.0,0.0,0.0,12,0,1,1
frances200,4.0,0.0,0.0,11,0,1,1
aslan067,0.0,0.0,0.0,8,0,1,1
younglucas,0.0,0.0,0.0,13,1,1,1
OMGHart,2.0,0.0,0.0,2,0,1,1
yeniceirl,0.0,0.0,0.0,10,0,1,1
Buffarete,0.0,0.0,0.0,6,0,1,1
radprk,1.0,0.0,0.0,9,0,1,1
Twity89,0.0,0.0,0.0,1,0,1,1
mekanhan,3.0,1.0,0.0,6,0,1,1
nazrulahmed,2.0,0.0,0.0,5,0,1,1
araipiyo,14.0,0.0,0.0,16,0,1,1
afistfullofash,2.0,1.0,0.0,9,0,1,1
austin-e,1.0,0.0,0.0,7,0,1,1
Mikropps,0.0,0.0,0.0,6,0,1,1
vsxd,23.0,0.0,0.0,9,0,1,1
ultracod,0.0,0.0,0.0,10,0,1,2
swzhangmit,4.0,0.0,0.0,10,0,1,1
khoalaibr,0.0,0.0,0.0,2,0,1,1
phuongvu-design,0.0,0.0,0.0,3,0,1,1
trivialTZ,3.0,0.0,0.0,3,0,1,1
pizhihui,10.0,0.0,0.0,11,1,1,2
jiayou726,0.0,0.0,0.0,1,0,1,1
slyshykO,32.0,0.0,0.0,14,0,1,1
RobinCHoffpauir,8.0,1.0,0.0,5,0,1,1
becompwise,0.0,0.0,0.0,2,0,1,1
b3asbe,0.0,0.0,0.0,2,13,1,2
gil-mim,0.0,0.0,0.0,2,0,1,1
kir8mir,1.0,0.0,0.0,7,0,1,1
Clemezza,0.0,0.0,0.0,1,0,1,1
Cobr4173,0.0,0.0,0.0,1,0,1,1
EndR4Y1,0.0,0.0,0.0,2,0,1,1
jrodrigogonzalezv,0.0,0.0,0.0,10,0,1,1
Nyktein,0.0,0.0,0.0,5,0,1,1
oozturkplus,7.0,0.0,0.0,12,0,1,1
Spica910,0.0,0.0,0.0,6,0,1,2
ulamspiral317,1.0,0.0,0.0,7,0,1,1
michele-castigliego,0.0,0.0,0.0,1,0,1,1
joetjacobs,0.0,0.0,0.0,13,0,1,1
joseconti,34.0,3.0,0.0,13,0,1,1
screengeek02,0.0,0.0,0.0,10,0,1,1
ardalanebrahimi,101.0,2.0,0.0,10,9,1,2
hrisheekeshr,12.0,0.0,0.0,10,0,1,1
shamunda,1.0,1.0,0.0,13,0,1,1
didvi,8.0,0.0,0.0,8,0,1,1
juniormaxi,0.0,0.0,0.0,12,0,1,1
lennypeng,0.0,0.0,0.0,11,0,1,1
edwinwee,0.0,0.0,0.0,11,0,1,1
virgilcj,6.0,0.0,0.0,11,0,1,1
reneelechner8,0.0,0.0,0.0,10,0,1,1
sdip15fa,14.0,1.0,0.0,5,0,1,1
Xeltor,7.0,0.0,0.0,15,0,1,1
Wrimo2,0.0,0.0,0.0,2,0,1,1
ivy,40.0,3.0,0.0,13,0,1,1
arbitraryarea,1.0,0.0,0.0,7,0,1,1
k16faker,0.0,0.0,0.0,5,7,1,1
cronky,18.0,0.0,0.0,11,0,1,1
JONIJAIN,0.0,0.0,0.0,7,0,1,1
crumZo,0.0,0.0,0.0,1,0,1,1
alejandro-feo,1.0,2.0,0.0,2,0,1,1
NilsCJ,0.0,0.0,0.0,5,0,1,1
malik-samad-rsio,0.0,0.0,0.0,1,0,1,1
JoeCapo,1.0,0.0,0.0,8,0,1,1
subslink326,4.0,0.0,0.0,3,0,1,1
hugo-chilemme,72.0,0.0,0.0,6,0,1,1
FrancescoAgnelli3,1.0,0.0,0.0,3,0,1,1
SanghunBruceHam,0.0,0.0,0.0,3,0,1,1
alex31,9.0,0.0,0.0,14,0,1,1
horshohei,0.0,0.0,0.0,6,0,1,1
Abdul-ecell,0.0,0.0,0.0,1,0,1,1
GirogiM,1.0,0.0,0.0,8,0,1,1
huwprosser,501.0,3.0,2.0,10,0,1,1
HaydarJawad,2.0,0.0,0.0,10,0,1,1
ujjwalgoyal19,2.0,0.0,0.0,8,7,1,1
Sue566,0.0,0.0,0.0,5,0,1,1
muneebbembex,0.0,0.0,0.0,1,0,1,1
xandymonteiro33,0.0,0.0,0.0,1,0,1,1
boggarapusaisurya,0.0,0.0,0.0,6,0,1,1
Medweh,0.0,0.0,0.0,3,11,1,1
SkyyRoseLLC,0.0,0.0,0.0,4,0,1,1
IgnacioSimone,0.0,0.0,0.0,3,0,1,1
alanmosely,8.0,0.0,0.0,12,0,1,1
gagandeep90,0.0,0.0,0.0,14,0,1,1
LeonAnibaloide,0.0,0.0,0.0,2,0,1,1
stevanusdk,1.0,0.0,0.0,4,14,1,1
feanil,55.0,1.0,0.0,15,61,1,1
nikhilmulinti,0.0,0.0,0.0,3,0,1,1
abean94,0.0,1.0,0.0,2,0,1,1
Spelbearer,0.0,0.0,0.0,7,0,1,1
jarnoveldhuis,0.0,0.0,0.0,11,0,1,1
Knyazhishche,2.0,0.0,0.0,8,0,1,1
ohshane,6.0,0.0,0.0,9,0,1,1
majoza354,0.0,0.0,0.0,6,0,1,1
SvenFireson,0.0,0.0,0.0,3,0,1,1
ecarreras,138.0,0.0,0.0,16,0,1,1
abhibhaiinfobip,0.0,0.0,0.0,3,0,1,1
JDowler25,12.0,0.0,0.0,3,0,1,1
SaeedAhmadMalakzai,0.0,0.0,0.0,2,0,1,1
riskikuller2020,1.0,0.0,0.0,3,0,1,1
hafeezullahjamro,0.0,0.0,0.0,4,0,1,1
abdlkahmad,0.0,0.0,0.0,8,0,1,1
Archit03,3.0,0.0,0.0,9,0,1,1
shahidhussain,1.0,0.0,0.0,15,0,1,1
ghorbelmanssour,0.0,0.0,0.0,10,0,1,1
sarahmjk99,0.0,0.0,0.0,7,0,1,1
ThomasVaughns,0.0,0.0,0.0,2,13,1,2
bastianLisboa,0.0,0.0,0.0,6,0,1,1
cyroul32,0.0,0.0,0.0,3,0,1,1
venture21,33.0,0.0,0.0,9,0,1,1
edgartrp,0.0,0.0,0.0,5,0,1,1
Alphobla,0.0,0.0,0.0,4,0,1,1
yoleft,0.0,0.0,0.0,12,0,1,1
Carlosvleon,0.0,0.0,0.0,6,0,1,1
taqyss,0.0,0.0,0.0,3,13,1,2
ayoubleb,0.0,0.0,0.0,9,0,1,1
SeanJuice,2.0,0.0,0.0,9,0,1,1
shahrizalzz,0.0,0.0,0.0,2,0,1,1
guilhermeariel,3.0,1.0,0.0,6,0,1,1
Younoulegeek,0.0,0.0,0.0,1,1,1,2
stephenkiilu,2.0,0.0,0.0,6,0,1,3
medgu7,3.0,0.0,0.0,3,0,1,1
lotusify,15.0,1.0,0.0,4,0,1,1
Sid-ah,184.0,2.0,0.0,10,0,1,1
renifit-copilot,0.0,0.0,0.0,1,5,1,2
kkargool,0.0,0.0,0.0,1,0,1,1
chikocosta,0.0,0.0,0.0,1,0,1,1
zluffyhz,0.0,0.0,0.0,1,0,1,1
backsterlite,0.0,0.0,0.0,10,0,1,1
ccclyu,60.0,0.0,1.0,13,0,1,1
maleksandrowicz93,6.0,0.0,0.0,7,1,1,1
gokberkgunduzz,1.0,0.0,0.0,5,0,1,1
marcobarreto007,0.0,0.0,0.0,1,0,1,1
jan-glx,32.0,0.0,0.0,15,0,1,1
hovik-aghajanyan,13.0,0.0,0.0,10,0,1,1
ramacerratto,3.0,0.0,0.0,12,27,1,1
Bashiruddinmd,0.0,0.0,0.0,10,0,1,1
zamderax,5.0,0.0,0.0,2,0,1,1
jon-trust,8.0,0.0,0.0,6,0,1,1
darioAnongba,29.0,0.0,0.0,11,18,1,1
jshin49,66.0,0.0,0.0,12,0,1,1
bgautijonsson,40.0,0.0,0.0,9,0,1,1
drogo36,0.0,0.0,0.0,1,2,1,1
gerrymiller,4.0,3.0,0.0,15,0,1,1
liorerez7,1.0,0.0,1.0,2,0,1,1
mattthhh,2.0,0.0,0.0,4,0,1,1
baily-zhang,0.0,0.0,0.0,12,0,1,1
cristianoliveira063,9.0,0.0,0.0,13,0,1,1
MASAKASUNO1,14.0,0.0,0.0,9,0,1,1
Firerouge,2.0,0.0,0.0,12,0,1,1
SZoloth,0.0,0.0,0.0,3,0,1,1
ciromreis,3.0,0.0,0.0,12,0,1,1
edgarburgues,10.0,0.0,0.0,6,0,1,1
irmantas,18.0,1.0,0.0,17,0,1,1
J-Sym,0.0,0.0,0.0,8,0,1,1
marshabl,11.0,0.0,0.0,9,0,1,1
parinexus,2.0,0.0,0.0,6,0,1,1
dalio8,0.0,0.0,0.0,12,0,1,1
erksch,54.0,0.0,0.0,10,0,1,1
zeel-912,1.0,0.0,0.0,5,0,1,2
Garume,25.0,1.0,0.0,5,8,1,1
cdsap,275.0,71.0,1.0,16,0,1,1
KaMiyatake,0.0,0.0,0.0,2,34,1,2
life-of-kar,5.0,0.0,0.0,11,0,1,1
shadtorrie,1.0,0.0,0.0,7,0,1,1
Djcohnco,0.0,0.0,0.0,4,0,1,1
bercium,7.0,1.0,0.0,15,0,1,1
JhonatanRodriguesDaSilva,4.0,0.0,0.0,4,0,1,2
eniac111,15.0,0.0,0.0,15,0,1,1
PeytonBrown,0.0,0.0,0.0,5,0,1,1
DhiaBane,0.0,1.0,0.0,1,0,1,1
bicury,6.0,0.0,0.0,11,0,1,1
Behradbs,0.0,0.0,0.0,2,1,1,1
afourtrackmind4,2.0,0.0,0.0,2,0,1,1
brunercs,0.0,0.0,0.0,1,0,1,1
stonksmasters,0.0,0.0,0.0,4,0,1,1
mcornier,2.0,0.0,0.0,9,0,1,1
vineetllm,0.0,0.0,0.0,1,1,1,2
ghwallis,0.0,0.0,0.0,8,0,1,1
NinkiDoi,0.0,0.0,0.0,1,0,1,1
laulauland,48.0,0.0,0.0,10,0,1,1
rohansolse,0.0,0.0,0.0,8,0,1,1
Vaidios,5.0,6.0,2.0,9,0,1,1
rudyberends,6.0,14.0,7.0,6,13,1,1
lfaletti,13.0,0.0,0.0,15,0,1,1
chrisvandergeer,2.0,0.0,0.0,14,0,1,1
GabCamCes,0.0,0.0,0.0,2,0,1,1
alexcweiner,25.0,0.0,0.0,16,0,1,1
johannr-dev,2.0,0.0,0.0,2,0,1,1
AaronYuan9527,0.0,0.0,0.0,4,0,1,1
polisen,0.0,1.0,0.0,9,0,1,1
ralph1985,5.0,0.0,0.0,14,0,1,1
Alya-Chen,0.0,0.0,0.0,1,0,1,1
cisterni,22.0,0.0,0.0,14,0,1,1
Janca,5.0,0.0,0.0,15,0,1,1
KantaHayashiAI,0.0,0.0,0.0,3,0,1,1
nilsgsn,0.0,0.0,0.0,1,0,1,2
yfbsei,0.0,0.0,0.0,6,0,1,1
bschippers718,6.0,1.0,0.0,17,0,1,1
VladislavBar,2.0,0.0,0.0,5,0,1,1
Leonardo-Rozza,0.0,0.0,0.0,4,0,1,1
hawsan12,0.0,0.0,0.0,8,0,1,1
monstercodepl,0.0,0.0,0.0,11,0,1,1
nelsakr1,0.0,0.0,0.0,10,0,1,1
nicetrykiddo,0.0,0.0,0.0,2,0,1,1
felipemcoelho,2.0,0.0,0.0,13,0,1,1
Plahtnaum,0.0,0.0,0.0,8,0,1,1
admhan,0.0,0.0,0.0,3,0,1,1
minacio00,3.0,0.0,0.0,8,0,1,1
mairsj,0.0,0.0,0.0,8,0,1,1
29cmtruedamage,1.0,0.0,0.0,2,0,1,1
SoBigHead,1.0,0.0,0.0,11,0,1,1
AlexKimDS,1.0,0.0,0.0,10,0,1,1
willcray,4.0,0.0,0.0,12,0,2,1
ko-uema2,2.0,0.0,0.0,3,0,1,1
chanpa09,0.0,1.0,1.0,8,0,1,1
hadoov,4.0,0.0,0.0,10,0,1,1
dr-bach,0.0,0.0,0.0,7,0,1,1
zhouxl3,1.0,0.0,0.0,4,0,1,1
tacurry0,0.0,0.0,0.0,1,0,1,1
AbhinavMantri,0.0,0.0,0.0,10,0,1,1
retronyu,0.0,0.0,0.0,8,0,1,1
ramiro0987,0.0,0.0,0.0,3,0,1,1
archit-bhatia,4.0,0.0,0.0,9,0,1,1
diss1dent,2.0,1.0,0.0,11,0,1,1
UtkarshChakrwarti,1.0,2.0,0.0,6,0,1,1
shreyas-nikam,0.0,0.0,0.0,2,0,1,1
voipbvh,0.0,0.0,0.0,3,0,1,1
Suky-520,0.0,0.0,0.0,6,0,1,1
Xeloera,2.0,0.0,0.0,5,0,1,1
sheikhsaeen,4.0,2.0,0.0,6,0,1,2
jugalsheth,0.0,0.0,0.0,7,0,1,1
avihyb,6.0,0.0,1.0,6,0,1,1
Tenneb0,0.0,0.0,0.0,2,0,1,1
ermolenkodev,13.0,0.0,0.0,9,0,1,1
Perfecticus,0.0,0.0,0.0,14,0,1,1
aakar,2.0,0.0,0.0,16,28,1,2
mazoku1999,0.0,0.0,0.0,4,0,1,1
zygopter,0.0,0.0,0.0,12,0,1,1
icalvo0130,1.0,0.0,0.0,2,0,1,1
sikaar,17.0,5.0,1.0,11,0,1,1
catdog1181074,0.0,1.0,1.0,1,0,1,1
kernkraft235,12.0,0.0,0.0,12,0,1,1
jeffsharris,5.0,0.0,0.0,14,0,1,1
rudrasingh99,106.0,0.0,0.0,9,0,1,1
shopidndd,0.0,0.0,0.0,3,0,1,1
AI-Users-Dev,0.0,0.0,0.0,1,0,1,1
maxreis86,2.0,0.0,0.0,9,0,1,1
nathanmarlor,39.0,66.0,4.0,13,0,1,1
mafeth,11.0,1.0,0.0,7,0,1,1
sutty5,1.0,0.0,0.0,15,0,1,1
Thynkwise,0.0,0.0,0.0,1,0,1,1
Hio-Mitos,0.0,0.0,0.0,4,0,1,1
OrHavraPerry,0.0,0.0,0.0,10,0,1,1
laleh02,2.0,0.0,0.0,13,0,1,1
Zevik,0.0,0.0,0.0,9,0,1,1
josuedean,0.0,0.0,0.0,9,0,1,1
ilelkes,0.0,0.0,0.0,7,0,1,1
headertag,8.0,0.0,0.0,11,0,1,1
RafGonzatto,14.0,0.0,0.0,4,11,1,2
simpleospresident,1.0,0.0,0.0,6,0,1,1
DavidSilvaProg,3.0,0.0,0.0,4,0,1,1
AzulDelta,0.0,0.0,0.0,7,0,1,1
mroffmix,4.0,0.0,0.0,13,0,1,1
PlayfulProcess,1.0,0.0,0.0,10,0,1,1
abc3rd,1.0,0.0,0.0,2,0,1,1
ESETSOFTWARE,0.0,0.0,0.0,1,0,1,1
hector-kali,2.0,0.0,0.0,6,0,1,1
Cyberpunk-277,0.0,0.0,0.0,7,0,1,1
mahmoudotaku,0.0,0.0,0.0,1,0,1,1
DanielHR3,0.0,0.0,0.0,4,0,1,1
0x64RT,1.0,0.0,0.0,1,0,1,1
FreakyAI-star,3.0,0.0,0.0,5,0,1,1
oleje32,0.0,0.0,0.0,10,0,1,1
SpideyBek,0.0,0.0,0.0,1,0,1,1
Slamhouse,0.0,0.0,0.0,9,0,1,1
muratclkdev,14.0,0.0,0.0,5,0,1,1
kolkm007,0.0,0.0,0.0,2,0,1,1
verleneencinas,1.0,1.0,0.0,1,0,1,1
b14ckPanther,0.0,0.0,0.0,1,0,1,1
AdeshAtole,48.0,0.0,5.0,13,0,1,1
monigredo,1.0,0.0,0.0,12,0,1,1
Yachitha,5.0,0.0,0.0,10,0,1,1
Abana55,0.0,1.0,0.0,3,0,1,1
flavorstudios,0.0,1.0,1.0,1,0,1,1
LaguardiaOraa,3.0,0.0,0.0,2,0,1,1
s-macke,754.0,30.0,2.0,13,0,1,1
botian-li,2.0,0.0,0.0,10,0,1,1
pcaixeto,15.0,0.0,0.0,7,0,1,1
jarvisN,4.0,0.0,0.0,7,0,1,1
MaxGlt,1.0,0.0,0.0,4,0,1,1
DynamicCast682,1.0,0.0,0.0,3,0,1,1
yahiaehab10,31.0,0.0,0.0,4,0,1,1
ethever,39.0,0.0,0.0,9,0,1,1
bearlike,99.0,0.0,0.0,8,0,1,1
matang28,6.0,0.0,0.0,13,0,1,1
krabhishek8260,10.0,0.0,0.0,14,0,1,1
lukabis,1.0,0.0,0.0,7,0,1,1
Daperezzz,0.0,1.0,0.0,3,0,1,1
shahrozmax,0.0,0.0,0.0,1,0,1,1
shivasena,8.0,0.0,0.0,14,0,1,1
jeshraghian,271.0,1655.0,264.0,8,0,1,1
JuanJoseSolorzano,2.0,0.0,0.0,5,0,1,1
rectinajh,51.0,0.0,0.0,13,0,1,1
Amal-David,14.0,5.0,1.0,11,0,1,1
badabingbadaboom148,0.0,0.0,0.0,6,0,1,1
Seas942,0.0,0.0,0.0,2,0,1,1
Travorobeka,0.0,0.0,0.0,1,0,1,1
liam-blank,0.0,0.0,0.0,2,0,1,1
NET9532,0.0,0.0,0.0,7,0,1,1
ALPullaguariSW,25.0,0.0,0.0,3,0,1,1
MovieAddict88,0.0,0.0,0.0,1,6,1,4
fahim-w60,4.0,0.0,0.0,5,0,1,1
suresh531991,0.0,0.0,0.0,10,0,1,1
Odleer,2.0,0.0,0.0,3,0,1,1
calafish,0.0,0.0,0.0,9,3,1,1
syedaaqib25,14.0,0.0,1.0,4,8,1,3
wall4oppy,0.0,0.0,0.0,3,0,1,1
kabii-mwangi,0.0,0.0,0.0,6,11,1,9
amabuabeng,0.0,0.0,0.0,4,0,1,1
Saaniyaq,0.0,0.0,0.0,9,0,1,1
RiteshKhandelwal724,0.0,0.0,0.0,6,0,1,1
deucalioncodes,2.0,0.0,0.0,7,0,1,1
richkuso,0.0,0.0,0.0,3,4,1,1
lu4p,189.0,93.0,8.0,7,0,1,1
rahulgupta-nitjsr,0.0,0.0,0.0,1,2,1,1
Lushegtech,1.0,0.0,0.0,4,0,1,1
juliusmarminge,1908.0,0.0,0.0,7,23,1,2
Mahesh681,0.0,0.0,0.0,7,2,1,1
HorseSaber,0.0,0.0,0.0,1,0,1,1
pmoneynz,6.0,0.0,0.0,5,21,1,1
maxdeichmann,97.0,0.0,0.0,10,9,1,1
konard,223.0,0.0,0.0,14,4,1,4
okimar42,0.0,0.0,1.0,1,6,1,1
objectisundefined,5.0,1.0,0.0,11,20,1,3
sirajyesuf,0.0,0.0,0.0,7,9,1,1
Fadal33-sudo,0.0,0.0,0.0,2,1,1,1
iHildy,43.0,1.0,0.0,9,1,1,1
sergiopesch,1.0,0.0,0.0,13,0,1,1
Jciaramella96,1.0,0.0,0.0,7,12,1,2
DarkInventor,57.0,0.0,0.0,6,4,1,2
TheAffiliate,1.0,0.0,0.0,7,0,1,1
menewfin,0.0,0.0,0.0,1,0,1,1
DenisKoleda,0.0,1.0,0.0,5,0,1,1
kourgeorge,34.0,3.0,0.0,11,0,1,3
codybmenefee,1.0,0.0,0.0,6,64,1,4
Kyona776,13.0,0.0,0.0,8,1,1,2
alfredoedye,7.0,0.0,0.0,13,6,1,2
Mastamardi,0.0,0.0,0.0,3,0,1,1
blackhorseya,20.0,0.0,0.0,9,12,1,1
tahmidulislamfahim,3.0,0.0,0.0,3,0,1,1
Akbarshoh404,0.0,0.0,0.0,4,0,1,1
chuccv,0.0,0.0,0.0,6,0,1,1
elijames-codecov,0.0,0.0,0.0,5,13,1,2
tyndev,0.0,0.0,0.0,10,3,1,1
who-sam,6.0,0.0,0.0,3,1,1,1
chargome,20.0,0.0,0.0,10,1,1,2
vc-ma,0.0,0.0,0.0,2,1,1,1
stephenc222,41.0,0.0,0.0,11,17,1,1
mshardul11,0.0,1.0,0.0,8,8,1,1
ddai2014,3.0,0.0,0.0,12,0,1,1
MuhammadTalhaJoiya9,0.0,0.0,0.0,1,13,1,2
CamiloMangoB,0.0,0.0,0.0,1,0,1,3
CasJam,24.0,0.0,1.0,15,2,1,2
nikita-sv1,0.0,0.0,0.0,7,1,1,1
philosowaffle,30.0,325.0,470.0,12,2,1,2
krewdev,0.0,1.0,0.0,1,6,1,2
basnijholt,1238.0,12.0,3.0,12,1,1,1
alphastorm,27.0,0.0,0.0,15,0,1,1
spashii,36.0,0.0,0.0,6,1,1,1
victorrony,0.0,0.0,0.0,4,0,1,1
maphal-2025,1.0,0.0,0.0,1,16,1,2
Madhav1716,2.0,0.0,0.0,5,0,1,1
kyoyacchi,47.0,1.0,0.0,6,0,1,1
GodFatherNix,0.0,0.0,0.0,6,0,1,1
harshithakr613,0.0,0.0,0.0,4,0,1,1
MichaelPowell89,0.0,0.0,0.0,6,0,1,1
alphaalgo7,0.0,0.0,0.0,1,0,1,1
asblumen,1.0,0.0,0.0,13,0,1,1
RonxBulld,23.0,0.0,0.0,12,0,1,1
guozhijian611,0.0,0.0,0.0,2,0,1,1
S4CodeWorks,0.0,0.0,0.0,2,0,1,1
Puddin1066,0.0,0.0,0.0,8,22,1,3
andy003,0.0,0.0,0.0,8,0,1,1
sampatai,7.0,1.0,0.0,12,0,1,1
itaybre,129.0,0.0,0.0,15,0,1,1
wsehl,61.0,0.0,0.0,7,0,1,1
Naawaal,3.0,1.0,0.0,4,0,1,1
nj10-prem,0.0,0.0,0.0,1,0,1,1
Hkaalis1212,0.0,0.0,0.0,1,2,1,1
zaheerabbas01,10.0,0.0,0.0,4,0,1,1
Riyadi2025,0.0,0.0,0.0,1,8,1,1
hypecroon,0.0,0.0,0.0,1,6,1,1
Salieri-Amadeus,3.0,0.0,0.0,8,0,1,1
ZJsnowman,9.0,0.0,0.0,13,0,1,1
yohancohenai,0.0,0.0,0.0,1,0,1,1
0809wy,0.0,0.0,0.0,4,0,1,1
Amitcoh1,4.0,0.0,0.0,10,2,1,1
skokivPr,0.0,0.0,0.0,3,0,1,1
ufo5,0.0,0.0,0.0,9,0,1,1
nomideusz,1.0,0.0,0.0,12,0,1,1
guilhermearaujo-js,0.0,0.0,0.0,1,0,1,1
washin34,0.0,0.0,0.0,3,0,1,1
travisfrels,4.0,0.0,0.0,10,0,1,1
tonyspiro,223.0,0.0,0.0,14,0,1,1
sodiq-code,0.0,0.0,0.0,5,0,1,1
EmanKhaliq49,1.0,0.0,0.0,2,0,1,1
yuu56777,0.0,0.0,0.0,1,0,1,1
prs1378,41.0,2.0,0.0,10,0,1,1
HelmholtzW,1.0,0.0,0.0,8,0,1,1
VEDDarji0108,0.0,0.0,0.0,3,0,1,1
Al-Aswany,13.0,1.0,1.0,4,0,1,1
Lizh606,1.0,0.0,0.0,5,0,1,1
buyan-kh,4.0,1.0,0.0,2,0,1,1
bmwoolf,83.0,0.0,0.0,8,0,1,1
algolds,0.0,0.0,0.0,11,0,1,1
SRValeev,0.0,0.0,0.0,4,0,1,1
flowtoolz,20.0,2.0,0.0,8,0,1,1
imitone,0.0,0.0,0.0,5,0,1,1
SaruxNox,0.0,0.0,0.0,1,0,1,1
AntonJL,0.0,0.0,0.0,8,0,1,1
CaffeinatedCM,7.0,0.0,0.0,15,0,1,1
zjing123,8.0,0.0,0.0,11,0,1,1
khgon,0.0,0.0,0.0,4,0,1,1
se2crid,10.0,0.0,0.0,3,0,1,1
